Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Cold Male,-0.029825,0.007418,0.956248622,0.935620449,0.977332,-0.004326,0.001065,0.962647352,0.945127989,0.980491,-0.000961,0.001194,0.98191434,0.939208822,1.026562,-0.013112,0.005781,0.984388637,0.971095197,0.997864
Age 0-10 All,-0.012,0.020817,0.982161445,0.923852797,1.04415,-0.002952,0.003594,0.974353134,0.915783991,1.036668,0.00028,0.002407,1.005331065,0.919130593,1.099616,-0.006182,0.019975,0.992609399,0.947053105,1.040357
Age 0-10 Female,-0.004825,0.027573,0.992789042,0.915485072,1.076621,-0.001904,0.004805,0.983388498,0.905181976,1.068352,0.000856,0.003171,1.016401874,0.903191949,1.143802,-0.034562,0.026541,0.959373377,0.901315672,1.021171
Age 0-10 Male,-0.01665,0.026838,0.975334953,0.901335319,1.05541,-0.003544,0.004602,0.969292552,0.89533558,1.049359,-0.000173,0.003114,0.996723617,0.887575302,1.119294,0.019569,0.025668,1.023760827,0.963784466,1.08747
Age 11-60 All,-0.016863,0.005093,0.975022386,0.960530682,0.989733,-0.002413,0.000897,0.978988666,0.963962756,0.994249,-0.001552,0.000576,0.970934923,0.950338159,0.991978,-0.011055,0.004859,0.986821786,0.975607685,0.998165
Age 11-60 Female,-0.014269,0.006355,0.978824186,0.960705951,0.997284,-0.001873,0.001117,0.983650692,0.964883281,1.002783,-0.00148,0.000719,0.972265898,0.946573707,0.998655,-0.005957,0.006004,0.992876558,0.978955353,1.006996
Age 11-60 Male,-0.021483,0.008265,0.96828909,0.945042826,0.992107,-0.003374,0.001459,0.970745399,0.946629678,0.995475,-0.001688,0.000932,0.968434929,0.93539447,1.002642,-0.020351,0.008015,0.975875123,0.95765083,0.994446
Age 60+All,0.00479,0.008208,1.007211123,0.98319771,1.031811,0.000556,0.001437,1.004909176,0.980307434,1.030128,0.000578,0.000929,1.01104771,0.976658705,1.046648,-0.004477,0.007755,0.994641526,0.976664318,1.01295
Age 60+ Female,0.011445,0.010823,1.017316243,0.985455188,1.050207,0.002143,0.001896,1.019037675,0.986257205,1.052908,0.000529,0.001223,1.010105629,0.965122488,1.057185,-0.007298,0.010337,0.991280596,0.96746947,1.015678
Age 60+ Male,-0.003997,0.012325,0.994022963,0.958647986,1.030703,-0.001507,0.002157,0.986829109,0.950797334,1.024226,0.000618,0.001399,1.011815433,0.960462751,1.065914,-0.001042,0.0115,0.998750205,0.972097433,1.026134
All: LAG 4,-0.005908,0.004365,0.991177422,0.978539636,1.003978,-0.00123,0.00077,0.989233594,0.976185763,1.002456,-0.00016,0.000491,0.996973386,0.978897898,1.015383,-0.007566,0.004096,0.990961627,0.981460113,1.000555
Female,0.002061,0.005399,1.003096524,0.987301007,1.019145,-0.000005,0.000953,0.999959738,0.983662719,1.016527,0.000497,0.000607,1.009479873,0.986905354,1.032571,-0.00641,0.005061,0.992338092,0.980595249,1.004222
Male,-0.018343,0.006851,0.972861058,0.953462363,0.992654,-0.003139,0.001207,0.972750843,0.952701654,0.993222,-0.001184,0.000772,0.977752087,0.950050236,1.006262,-0.009385,0.006444,0.988800948,0.973926595,1.003902
Warm All,0.00019,0.004147,1.000285343,0.988163616,1.012556,0.000121,0.000915,1.001068159,0.985386996,1.016999,-0.000028,0.000401,0.999473585,0.984669121,1.014501,-0.008377,0.004902,0.989998189,0.978649471,1.001479
Warm Female,0.007762,0.005083,1.011711453,0.996704964,1.026944,0.00151,0.00112,1.013374092,0.993989309,1.033137,0.000643,0.000492,1.012295177,0.993918073,1.031012,-0.005695,0.005987,0.993188723,0.979300383,1.007274
Warm Male,-0.011636,0.006451,0.982697159,0.964235325,1.001512,-0.002067,0.001429,0.981973951,0.958073597,1.006471,-0.001068,0.000622,0.979909142,0.957482494,1.002861,-0.012597,0.007675,0.984996786,0.967374523,1.00294
Cold All,-0.010177,0.004674,0.984850003,0.971409171,0.998477,-0.001576,0.000674,0.986225864,0.97482693,0.997758,-0.000049,0.000738,0.999077582,0.971979554,1.026931,-0.006484,0.003548,0.992249981,0.984004299,1.000565
Cold Female,-0.001563,0.005852,0.997657592,0.980640433,1.01497,-0.000407,0.000844,0.996423065,0.982014838,1.011043,0.000482,0.000921,1.009193942,0.975165017,1.04441,-0.006529,0.004436,0.99219541,0.981897391,1.002601
Cold Male,-0.023499,0.007428,0.96536601,0.944512558,0.98668,-0.003378,0.00107,0.970715261,0.952965911,0.988795,-0.000881,0.00118,0.983391374,0.941123009,1.027558,-0.006392,0.00565,0.992358357,0.979257602,1.005634
Age 0-10 All,-0.02012,0.020903,0.970270403,0.912437399,1.031769,-0.003108,0.003633,0.973017881,0.913911697,1.035947,-0.001568,0.002374,0.970643,0.888526521,1.060349,-0.022711,0.019903,0.973114374,0.928611381,1.01975
Age 0-10 Female,-0.003681,0.027622,0.994493141,0.916925051,1.078623,0.00177,0.004839,1.015700235,0.934362005,1.104119,-0.002745,0.003138,0.949182832,0.844491637,1.066853,-0.048287,0.027555,0.943702042,0.884481371,1.006888
Age 0-10 Male,-0.035119,0.027023,0.948684297,0.876229396,1.02713,-0.007316,0.004665,0.937650194,0.865153555,1.016222,-0.0006,0.003066,0.988662012,0.881999897,1.108223,-0.003807,0.02478,0.995441778,0.93908226,1.055184
Age 11-60 All,-0.007953,0.005113,0.988142018,0.973399903,1.003107,-0.001317,0.000903,0.988472994,0.973193963,1.003992,-0.000565,0.000575,0.989321544,0.968363019,1.010734,-0.010072,0.004807,0.9879863,0.976878554,0.99922
Age 11-60 Female,-0.0014,0.006377,0.997901823,0.97936829,1.016786,-0.000487,0.001125,0.995726583,0.976598775,1.015229,0.000154,0.000718,1.002929984,0.976465703,1.030112,-0.004349,0.005948,0.99479437,0.980974059,1.008809
Age 11-60 Male,-0.019359,0.008283,0.9713787,0.948010166,0.995323,-0.002785,0.001467,0.975791995,0.951408094,1.000801,-0.001799,0.000929,0.966389693,0.933524328,1.000412,-0.020412,0.007899,0.975803303,0.957842571,0.994101
Age 60+All,0.001631,0.008233,1.002449955,0.97847571,1.027012,-0.000708,0.00145,0.993789252,0.969249797,1.01895,0.001122,0.000928,1.021545629,0.986857297,1.057453,0.00112,0.007679,1.001344732,0.983421733,1.019594
Age 60+ Female,0.013166,0.010847,1.019945852,0.987934009,1.052995,0.001259,0.001919,1.011140793,0.978214228,1.045176,0.001876,0.001215,1.036278022,0.990421225,1.084258,-0.008347,0.010269,0.990034063,0.966408949,1.014237
Age 60+ Male,-0.013265,0.012375,0.980298458,0.945274506,1.01662,-0.003195,0.002165,0.972272231,0.936632216,1.009268,0.000127,0.001405,1.002419683,0.95133003,1.056253,0.012684,0.011327,1.015336995,0.988645597,1.042749
All: LAG 5,0.001199,0.004349,1.001800201,0.989073985,1.01469,0.000251,0.000769,1.002211925,0.98899909,1.015601,0.000036,0.000489,1.000687845,0.982647506,1.019059,-0.006956,0.004064,0.991688002,0.982253383,1.001213
Female,0.002784,0.005369,1.00418458,0.988458346,1.020161,0.000665,0.00095,1.005872524,0.98951845,1.022497,-0.000007,0.000603,0.999868758,0.977661261,1.022581,-0.000711,0.004997,0.999146996,0.987473864,1.010958
Male,-0.001267,0.006844,0.998100817,0.97821969,1.018386,-0.000392,0.00121,0.996553446,0.975970151,1.017571,0.000104,0.000769,1.001975311,0.973693879,1.031078,-0.016947,0.00644,0.979868809,0.965137719,0.994825
Warm All,-0.000197,0.004134,0.999703861,0.987627798,1.011928,0.000077,0.000913,1.000679467,0.985043653,1.016563,-0.000065,0.000399,0.998775032,0.984042856,1.013728,-0.009559,0.004818,0.988594716,0.977454707,0.999862
Warm Female,0.00209,0.005061,1.003139814,0.988323868,1.018178,0.000299,0.001118,1.00263049,0.983480199,1.022154,0.000228,0.000489,1.004340088,0.986217882,1.022795,-0.002613,0.005851,0.996869557,0.983244941,1.010683
Warm Male,-0.003822,0.006428,0.994283833,0.97567073,1.013252,-0.000276,0.001419,0.997572337,0.973446972,1.022296,-0.000525,0.00062,0.990083841,0.967497143,1.013198,-0.020947,0.007599,0.975176721,0.957901997,0.992763
Cold All,0.00584,0.004667,1.008798496,0.995052704,1.022734,0.000656,0.000676,1.005788928,0.994136837,1.017578,0.000785,0.000736,1.015018061,0.987569331,1.04323,-0.00568,0.003546,0.993207611,0.984959193,1.001525
Cold Female,0.006587,0.005821,1.009929248,0.992794021,1.02736,0.001218,0.000843,1.010774361,0.996191496,1.025571,-0.00053,0.000916,0.989973046,0.956757024,1.024342,0.000099,0.004411,1.000119034,0.989796287,1.010549
Cold Male,0.0048,0.007454,1.007226248,0.985392263,1.029544,-0.000208,0.001079,0.998175065,0.979772353,1.016923,0.002886,0.001179,1.056359523,1.010986523,1.103769,-0.014802,0.005681,0.982394383,0.969354904,0.995609
Age 0-10 All,0.032322,0.021073,1.049676929,0.986618792,1.116765,0.005911,0.003684,1.053395117,0.988550026,1.122494,0.001578,0.002374,1.030438277,0.943243793,1.125693,-0.013128,0.020265,0.984369402,0.938551403,1.032424
Age 0-10 Female,0.050799,0.027996,1.079177109,0.99390844,1.171761,0.00709,0.00488,1.064380099,0.978462251,1.157842,0.004815,0.003178,1.095799507,0.973489245,1.233477,-0.010797,0.026826,0.987127658,0.926769539,1.051417
Age 0-10 Male,0.017208,0.027107,1.026147737,0.947542102,1.111274,0.004855,0.004751,1.043653886,0.961549234,1.132769,-0.000908,0.003033,0.9828966,0.877914216,1.100433,-0.014998,0.026128,0.982163177,0.923623959,1.044413
Age 11-60 All,-0.006752,0.005092,0.989923628,0.975215686,1.004853,-0.001049,0.000902,0.990807953,0.975506854,1.006349,-0.00055,0.000572,0.989597331,0.968758569,1.010884,-0.011427,0.004771,0.986381672,0.975376114,0.997511
Age 11-60 Female,-0.005052,0.006337,0.992450706,0.974132939,1.011113,-0.000943,0.001123,0.991733604,0.972712043,1.011127,-0.000261,0.000713,0.995045475,0.968981942,1.02181,-0.004318,0.005903,0.994832145,0.981115085,1.008741
Age 11-60 Male,-0.009698,0.008283,0.985557908,0.961847432,1.009853,-0.001227,0.001468,0.989262827,0.964526402,1.014634,-0.001052,0.000926,0.98021354,0.946979036,1.014614,-0.024204,0.007844,0.971372516,0.953615996,0.98946
Age 60+All,0.01814,0.008188,1.027583759,1.003141321,1.052622,0.002898,0.001446,1.025830883,1.000569648,1.05173,0.001402,0.000922,1.02699889,0.992340159,1.062868,0.005548,0.007575,1.006680195,0.988903636,1.024776
Age 60+ Female,0.02121,0.010803,1.032327235,1.000053887,1.065642,0.004773,0.00191,1.042900763,1.00910402,1.077829,0.000256,0.001208,1.004870237,0.960682655,1.05109,0.011041,0.00999,1.01333745,0.989804928,1.037429
Age 60+ Male,0.014204,0.012293,1.02153513,0.985274397,1.05913,0.000498,0.002166,1.00439279,0.967563704,1.042624,0.002945,0.001397,1.057553067,1.003956495,1.114011,-0.001525,0.011372,0.998171897,0.971827223,1.025231
All: LAG 6,0.009528,0.004323,1.014394993,1.001584565,1.027369,0.001213,0.000763,1.010732601,0.99751303,1.024127,0.001056,0.000489,1.020261159,1.001838655,1.039022,0.008359,0.003987,1.010081461,1.000653711,1.019598
Female,0.012468,0.005344,1.018878054,1.00299587,1.035012,0.002373,0.000945,1.021099877,1.004599282,1.037871,0.000584,0.000605,1.011153557,0.988635193,1.034185,0.014791,0.004898,1.017907376,1.006247154,1.029703
Male,0.0049,0.006798,1.007377454,0.987445001,1.027712,-0.000592,0.001197,0.994800046,0.974465408,1.015559,0.001798,0.000769,1.034759458,1.005533166,1.064835,-0.001918,0.006324,0.997700732,0.982971454,1.012651
Warm All,0.007332,0.004141,1.011057944,0.99882228,1.023443,0.00164,0.00091,1.014533442,0.998733969,1.030583,0.000499,0.0004,1.009516905,0.994581159,1.024677,0.011912,0.004712,1.014397425,1.003217179,1.025702
Warm Female,0.00715,0.005068,1.010781984,0.99583283,1.025956,0.002184,0.001113,1.019404037,1.000012721,1.039171,0.000208,0.00049,1.003955281,0.985799431,1.022446,0.015992,0.005748,1.019376017,1.005688268,1.03325
Warm Male,0.007501,0.006446,1.01131491,0.992330821,1.030662,0.000739,0.001417,1.006527844,0.982231194,1.031426,0.000956,0.000622,1.01833071,0.995007461,1.042201,0.005378,0.007376,1.006474841,0.989165465,1.024087
Cold All,0.01479,0.004589,1.022432916,1.008730162,1.036322,0.001277,0.000669,1.011304571,0.999705498,1.023038,0.003248,0.00073,1.063661869,1.035141206,1.092968,0.006417,0.003496,1.007729907,0.999478361,1.01605
Cold Female,0.022183,0.005736,1.033833551,1.016546149,1.051415,0.002835,0.000836,1.025264884,1.010584297,1.040159,0.00213,0.000914,1.041301372,1.006449119,1.077361,0.013878,0.004331,1.01679287,1.00648866,1.027203
Cold Male,0.003339,0.007305,1.005020682,0.983667536,1.026837,-0.001125,0.001062,0.990153113,0.972187144,1.008451,0.005001,0.00116,1.09967814,1.053175046,1.148235,-0.005526,0.005625,0.993391081,0.980335933,1.00662
Age 0-10 All,0.011988,0.020763,1.018144757,0.957852455,1.082232,0.001099,0.003604,1.009718481,0.94887089,1.074468,0.001745,0.002359,1.03370323,0.946784488,1.128601,-0.006352,0.019337,0.99240604,0.948282405,1.038583
Age 0-10 Female,0.01241,0.027537,1.018789339,0.939559332,1.104701,0.003257,0.004778,1.029072629,0.947665307,1.117473,-0.000476,0.003145,0.991000937,0.881471711,1.11414,0.00783,0.025715,1.009440558,0.950197788,1.072377
Age 0-10 Male,0.012075,0.026765,1.018277282,0.94122017,1.101643,-0.000823,0.004646,0.992786157,0.916337904,1.075612,0.00381,0.00303,1.075082508,0.960379111,1.203486,-0.018487,0.024872,0.978060404,0.922487263,1.036981
Age 11-60 All,0.004565,0.005061,1.006871116,0.99200041,1.021965,0.000794,0.000894,1.007007496,0.991601978,1.022652,0.000285,0.000573,1.005426406,0.984211952,1.027098,0.005998,0.004669,1.007223838,0.996222918,1.018346
Age 11-60 Female,0.006046,0.006302,1.009110212,0.99058456,1.027982,0.001224,0.001114,1.010828164,0.991593241,1.030436,0.000202,0.000714,1.00384645,0.977517742,1.030884,0.011533,0.005784,1.013935212,1.000234639,1.027823
Age 11-60 Male,0.00192,0.008221,1.002883422,0.978933343,1.027419,0.000036,0.00145,1.00032053,0.975611749,1.025655,0.000424,0.000929,1.00808887,0.973817038,1.043567,-0.003842,0.007653,0.995399694,0.97764342,1.013478
Age 60+All,0.022818,0.00817,1.034819444,1.010260192,1.059976,0.002427,0.001445,1.021588547,0.996448657,1.047363,0.003034,0.000925,1.059337508,1.023480621,1.096451,0.016956,0.007518,1.020555717,1.002669169,1.038761
Age 60+ Female,0.032397,0.010778,1.049796208,1.017051169,1.083596,0.005857,0.001911,1.052889205,1.018755717,1.088166,0.00187,0.001214,1.036162453,0.990345584,1.084099,0.025491,0.009831,1.031062051,1.007495221,1.05518
Age 60+ Male,0.010366,0.012282,1.015670042,0.979650044,1.053014,-0.001927,0.002162,0.983186461,0.947193403,1.020547,0.004564,0.001398,1.090587717,1.035253535,1.14888,0.005486,0.011421,1.006604759,0.979925447,1.03401
All: LAG 7,0.010001,0.004312,1.015114134,1.002327613,1.028064,0.001291,0.000761,1.01142904,0.99824644,1.024786,0.001087,0.00049,1.020876945,1.002424709,1.039669,0.00907,0.003975,1.010943161,1.001535366,1.020439
Female,0.013658,0.005328,1.020698547,1.00483425,1.036813,0.002174,0.00094,1.019312318,1.002911322,1.035982,0.001072,0.000606,1.020576903,0.997806183,1.043867,0.011933,0.004887,1.014422684,1.002828558,1.026151
Male,0.00426,0.006777,1.006410081,0.986556688,1.026663,-0.000087,0.001194,0.999236824,0.978872103,1.020025,0.001111,0.000769,1.021337543,0.992509011,1.051003,0.004495,0.006298,1.005408628,0.990626534,1.020411
Warm All,0.014327,0.004125,1.021723669,1.009408255,1.034189,0.002897,0.0009,1.025817194,1.010013593,1.041868,0.001113,0.000401,1.021376005,1.006227575,1.036752,0.009152,0.004727,1.011043114,0.999864684,1.022347
Warm Female,0.013495,0.005064,1.02044919,1.00536889,1.035756,0.003091,0.001105,1.027577492,1.008176304,1.047352,0.000876,0.000493,1.01678943,0.998298019,1.035623,0.010609,0.00576,1.012812537,0.99918316,1.026628
Warm Male,0.015588,0.006407,1.023657702,1.004556511,1.043122,0.002583,0.001398,1.02298749,0.998621766,1.047948,0.00148,0.000622,1.028522931,1.004962043,1.052636,0.006745,0.007416,1.008126921,0.99069412,1.025866
Cold All,0.007541,0.004565,1.011375374,0.997891986,1.025041,0.000783,0.000667,1.006910448,0.995397646,1.018556,0.001242,0.000723,1.023884935,0.996670823,1.051842,0.009048,0.003464,1.010916559,1.002714234,1.019186
Cold Female,0.017607,0.005694,1.026762821,1.009718622,1.044095,0.002137,0.000833,1.018981073,1.00445392,1.033718,0.002039,0.000904,1.039501494,1.00507177,1.075111,0.013051,0.004304,1.015784272,1.005553138,1.02612
Cold Male,-0.0082,0.007273,0.987775468,0.966878783,1.009124,-0.001326,0.00106,0.988394954,0.970481642,1.006639,0.00001,0.00115,1.000187434,0.958274751,1.043933,0.002699,0.005559,1.003244041,0.990211804,1.016448
Age 0-10 All,0.005933,0.020558,1.008939132,0.949763408,1.071802,-0.000842,0.003586,0.992614147,0.933072549,1.055955,0.002361,0.002342,1.045871756,0.958530753,1.141171,0.004173,0.01929,1.005020474,0.960441319,1.051669
Age 0-10 Female,-0.019923,0.027556,0.970557481,0.895028541,1.05246,-0.006829,0.004853,0.941674294,0.866067883,1.023881,0.002353,0.003124,1.045716312,0.930865358,1.174738,-0.031623,0.026699,0.962763365,0.904165574,1.025159
Age 0-10 Male,0.027421,0.026226,1.041988962,0.964667585,1.125508,0.003925,0.004539,1.035145073,0.957190037,1.119449,0.002434,0.002998,1.04732271,0.936682913,1.171031,0.030942,0.023973,1.037828519,0.980929645,1.098028
Age 11-60 All,0.011353,0.005046,1.017174851,1.002197628,1.032376,0.001706,0.000891,1.015122253,0.999640217,1.030844,0.00099,0.000573,1.018993072,0.997493547,1.040956,0.007861,0.004655,1.009477265,0.99848427,1.020591
Age 11-60 Female,0.016363,0.006283,1.024848589,1.006092415,1.043954,0.002538,0.001108,1.022582278,1.003221431,1.042317,0.001348,0.000715,1.025935718,0.998972626,1.053627,0.011793,0.005758,1.014251928,1.000607611,1.028082
Age 11-60 Male,0.002592,0.008196,1.00389613,0.979995809,1.028379,0.000244,0.00145,1.002146377,0.97739056,1.027529,0.000373,0.000925,1.007103062,0.972989494,1.042413,0.00077,0.007648,1.000924284,0.983080876,1.019092
Age 60+All,0.007094,0.008145,1.010697639,0.986782744,1.035192,0.000504,0.001434,1.004446716,0.979908327,1.0296,0.001197,0.000928,1.022995323,0.98825705,1.058955,0.013075,0.007475,1.015813559,0.998109626,1.033832
Age 60+ Female,0.009438,0.010706,1.014257607,0.982829018,1.046691,0.002098,0.001894,1.018636672,0.985900305,1.05246,0.00014,0.001214,1.002660251,0.958351454,1.049018,0.016914,0.009779,1.020504651,0.997301685,1.044247
Age 60+ Male,0.00416,0.012283,1.006259425,0.970568667,1.043263,-0.001522,0.002149,0.986694436,0.950792812,1.023952,0.002637,0.001408,1.051372391,0.997668318,1.107967,0.008116,0.011356,1.0097868,0.983173444,1.037121
All: LAG 8,0.003803,0.004329,1.005720624,0.99300204,1.018602,0.000308,0.000766,1.00271578,0.989550596,1.016056,0.000599,0.000487,1.011437183,0.993255927,1.029951,0.003974,0.004003,1.004779799,0.995364402,1.014284
Female,0.004914,0.005361,1.007397985,0.991644732,1.023401,0.000696,0.000949,1.006139426,0.989806661,1.022742,0.00048,0.000603,1.009170939,0.9867516,1.0321,0.006042,0.004927,1.007277347,0.995672494,1.019017
Male,0.002082,0.006778,1.003127483,0.983336879,1.023316,-0.000294,0.0012,0.99741423,0.97698797,1.018268,0.000784,0.000763,1.015008802,0.986585559,1.044251,0.000681,0.006332,1.000817256,0.986022631,1.015834
Warm All,0.004167,0.004166,1.006269977,0.994020651,1.01867,0.000949,0.000913,1.008382456,0.992622614,1.024393,0.000272,0.0004,1.005189693,0.990311089,1.020292,-0.004454,0.004794,0.994669106,0.983516386,1.005948
Warm Female,0.004592,0.005116,1.006911235,0.99188056,1.02217,0.001745,0.001121,1.015476064,0.996029615,1.035302,-0.000032,0.000492,0.999394558,0.981240852,1.017884,-0.003265,0.00584,0.996089632,0.982501512,1.009866
Warm Male,0.003517,0.00645,1.00528903,0.986404974,1.024535,-0.000294,0.001414,0.997418322,0.973379482,1.022051,0.000747,0.000619,1.014292553,0.991181917,1.037942,-0.006441,0.007519,0.992300033,0.974904835,1.010006
Cold All,0.00708,0.00453,1.010676556,0.997304944,1.024227,0.000461,0.000666,1.004060874,0.992598486,1.015656,0.001969,0.000711,1.038116634,1.010994468,1.065966,0.00896,0.00345,1.01080969,1.002641582,1.019044
Cold Female,0.009556,0.005675,1.014436839,0.997653099,1.031503,0.000709,0.000833,1.006254589,0.991902511,1.020814,0.002423,0.000891,1.047122088,1.012964167,1.082432,0.011893,0.004294,1.014374515,1.004181418,1.024671
Cold Male,0.003375,0.007209,1.005075606,0.983997577,1.026605,0.000084,0.001061,1.000737821,0.982591275,1.019219,0.001297,0.001132,1.024944689,0.982629609,1.069082,0.004453,0.005555,1.005357404,0.992306819,1.01858
Age 0-10 All,-0.020496,0.020574,0.969724402,0.912806919,1.030191,-0.006369,0.003629,0.945493376,0.888123371,1.006569,0.001581,0.00233,1.030499754,0.944862647,1.123899,0.010838,0.019061,1.013091088,0.968674875,1.059544
Age 0-10 Female,-0.063416,0.027809,0.909260329,0.837879337,0.986722,-0.015461,0.004929,0.87279301,0.801663533,0.950234,0.00054,0.003117,1.010317151,0.899587942,1.134676,-0.04329,0.026849,0.949378108,0.891280248,1.011263
Age 0-10 Male,0.015201,0.026126,1.023064132,0.947424972,1.104742,0.001006,0.004592,1.008889021,0.932062186,1.092048,0.002584,0.002979,1.050326944,0.940031243,1.173564,0.049639,0.023393,1.06137662,1.00455659,1.121411
Age 11-60 All,0.005142,0.005065,1.007743496,0.992847182,1.022863,0.00069,0.000897,1.006088012,0.990633883,1.021783,0.000537,0.000569,1.010254574,0.989055237,1.031908,0.001889,0.004678,1.002269062,0.991301207,1.013358
Age 11-60 Female,0.009272,0.006326,1.014004635,0.995320449,1.03304,0.001451,0.00112,1.012850455,0.993479133,1.032599,0.000761,0.000712,1.014566578,0.988014943,1.041832,0.006448,0.005789,1.007767764,0.994138988,1.021583
Age 11-60 Male,-0.001978,0.008179,0.997036678,0.97334813,1.021302,-0.000633,0.001452,0.994441722,0.969849166,1.019658,0.000156,0.000918,1.002964233,0.969266243,1.037834,-0.006202,0.007676,0.992585195,0.974826313,1.010668
Age 60+All,0.003741,0.008176,1.005627935,0.981744605,1.030092,0.000263,0.001444,1.002312741,0.977656426,1.027591,0.000628,0.000922,1.011998704,0.977856633,1.047333,0.0087,0.00759,1.010494283,0.992614823,1.028696
Age 60+ Female,-0.000137,0.010751,0.999794482,0.968687376,1.031901,0.000323,0.001903,1.002847706,0.97046687,1.036309,-0.000357,0.001209,0.993230874,0.949493552,1.038983,0.009953,0.009955,1.012015302,0.988595271,1.03599
Age 60+ Male,0.008877,0.012312,1.013405122,0.97737819,1.05076,0.000206,0.002169,1.001812511,0.965032012,1.039995,0.001922,0.001392,1.03720192,0.984817016,1.092373,0.006983,0.01148,1.008414289,0.98154944,1.036014
All: LAG 9,0.003978,0.004342,1.005984535,0.993224082,1.018909,0.000334,0.000769,1.002945968,0.989736719,1.016332,0.000609,0.000488,1.011639552,0.993405717,1.030208,0.003436,0.003965,1.00413214,0.994811846,1.01354
Female,0.008432,0.005372,1.012727583,0.99685972,1.028848,0.001271,0.000951,1.011244741,0.994796079,1.027965,0.000739,0.000605,1.014143718,0.991533784,1.037269,0.009102,0.004868,1.010982665,0.999473302,1.022625
Male,-0.002942,0.006804,0.995597341,0.975879997,1.015713,-0.001127,0.001205,0.990132254,0.969773058,1.010919,0.000415,0.000763,1.007914732,0.979671198,1.036973,-0.005664,0.00629,0.993226722,0.978642092,1.008029
Warm All,0.006257,0.004191,1.009429216,0.997067773,1.021944,0.000913,0.000922,1.008068545,0.992169527,1.024222,0.000656,0.000402,1.012538165,0.997477811,1.027826,0.002865,0.004746,1.003444254,0.992306265,1.014707
Warm Female,0.006113,0.00515,1.009211823,0.994047653,1.024607,0.001565,0.00113,1.013869127,0.994305575,1.033818,0.000325,0.000496,1.00618688,0.987779361,1.024937,0.004515,0.005793,1.005432764,0.991827266,1.019225
Warm Male,0.006547,0.006471,1.009869597,0.99083844,1.029266,-0.000116,0.001428,0.998978552,0.97466955,1.023894,0.001178,0.000619,1.022630313,0.999338964,1.046465,0.000206,0.007402,1.000246949,0.982984889,1.017812
Cold All,0.003948,0.004557,1.005938861,0.992552255,1.019506,0.000359,0.00067,1.003167219,0.991640559,1.014828,0.000779,0.000712,1.014918332,0.98837765,1.042172,0.003814,0.003436,1.00458737,0.996502372,1.012738
Cold Female,0.013712,0.005676,1.020781705,1.003888863,1.037959,0.001474,0.000837,1.01305924,0.998542201,1.027787,0.002151,0.000885,1.041713668,1.007951184,1.076607,0.011944,0.004252,1.014436537,1.00434168,1.024633
Cold Male,-0.011317,0.007278,0.983167919,0.962352946,1.004433,-0.001367,0.001066,0.988045014,0.970039157,1.006385,-0.001385,0.00114,0.974033219,0.933544754,1.016278,-0.009259,0.00555,0.988951194,0.976125471,1.001945
Age 0-10 All,0.018843,0.020738,1.028667963,0.967825254,1.093336,0.001837,0.003651,1.016300074,0.95427272,1.082359,0.00263,0.00235,1.051247988,0.963173104,1.147377,-0.025802,0.019218,0.969512596,0.926664651,1.014342
Age 0-10 Female,0.011804,0.027816,1.017862932,0.937935553,1.104601,-0.00204,0.004898,0.982210053,0.9026465,1.068787,0.004892,0.003127,1.097406441,0.976791021,1.232916,-0.012124,0.025466,0.985556499,0.928259425,1.04639
Age 0-10 Male,0.025154,0.026492,1.038451322,0.96063825,1.122567,0.005106,0.004666,1.045962015,0.965077675,1.133625,0.000773,0.003028,1.014791794,0.906589215,1.135908,-0.037423,0.024779,0.956086222,0.901958875,1.013462
Age 11-60 All,0.004266,0.005078,1.006418921,0.991505122,1.021557,0.00046,0.0009,1.004058936,0.988586727,1.019773,0.000554,0.00057,1.010578799,0.989339669,1.032274,0.000855,0.004641,1.001026083,0.990157761,1.012014
Age 11-60 Female,0.01011,0.006326,1.015280635,0.996572087,1.03434,0.001651,0.001121,1.014632258,0.995196183,1.034448,0.000768,0.000713,1.014702843,0.988115962,1.042005,0.005156,0.005739,1.006206554,0.992715364,1.019881
Age 11-60 Male,-0.005789,0.008228,0.991354722,0.967660477,1.015629,-0.001593,0.001459,0.986077248,0.961565454,1.011214,0.000196,0.000919,1.003721922,0.969942545,1.038678,-0.006813,0.007623,0.991857746,0.974233829,1.0098
Age 60+All,0.000983,0.008198,1.001475138,0.977625451,1.025907,-0.000226,0.001446,0.998014589,0.973430896,1.023219,0.000459,0.000925,1.008749851,0.974585982,1.044111,0.014394,0.007462,1.017423174,0.999723272,1.035436
Age 60+ Female,0.002743,0.01081,1.004122315,0.972712046,1.036547,0.00048,0.001906,1.004228734,0.971757438,1.037785,0.000154,0.001219,1.002929197,0.958404444,1.049522,0.023689,0.009771,1.028834271,1.005459275,1.052753
Age 60+ Male,-0.001607,0.012303,0.997592129,0.962153795,1.034336,-0.00117,0.002171,0.989760986,0.953376425,1.027534,0.000809,0.001389,1.015484978,0.964293729,1.069394,0.002259,0.01131,1.002714737,0.976393622,1.029745
